"Series ID","Parent ID",Name,Unit,Frequency,Type,"Is Heading",Source,Comment
2369,2358,"Claims on other depository corporations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2370,2358,"Claims on other sectors",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2371,2370,"Other financial corporations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2372,2370,"Public nonfinancial corporations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2373,2370,"Private sector",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2374,2358,"Other assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2375,2358,"Non-financial assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2376,2375,"Fixed assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2377,2375,"Other non financial assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2378,2357,Liabilities,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2379,2378,"Currency in circulation",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2380,2378,"Claims to central government",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2381,2378,"Claims to other depository corporations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2382,2378,"Claims to other sectors",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2383,2382,"Public nonfinancial corporations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2384,2382,"Other financial corporations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2385,2382,"Private sector",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2386,2378,"Other liabilities to other depository corporations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2387,2386,"Securities other than shares",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2388,2386,Loans,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2389,2378,"Foreign liabilities",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2390,2378,"Other liabilities",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2391,2378,"Shares and other equity",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2392,2357,"Overnight deposit facility (average)",Rufiyaa,Monthly,,False,"Maldives Monetary Authority",
2393,2357,"Open market operations (average)",Rufiyaa,Monthly,,False,"Maldives Monetary Authority",
2394,2219,"Assets And Liabilities of Other Depository Corporations",,,,True,"Maldives Monetary Authority",
2395,2394,Assets,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2396,2395,"Foreign assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2397,2395,Cash,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2398,2395,"Deposits with central bank",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2399,2395,"Securities other than shares",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2400,2395,"Loans and advances",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2401,2400,"Central bank",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2402,2400,"Central government",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2403,2400,"Other financial corporations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2404,2400,"Public nonfinancial corporations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2405,2400,"Private sector",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2406,2395,"Shares and other equity",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2407,2395,"Other assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2408,2395,"Non-financial assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2409,2408,"Fixed assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2410,2408,"Other nonfinancial assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2411,2394,Liabilities,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2412,2411,"Foreign liabilities",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2413,2411,Deposits,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2414,2413,"Transferable deposits",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2415,2414,"Local currency",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2416,2414,"Foreign currency",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2417,2413,"Other deposits",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2418,2417,"Local currency",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2419,2417,"Foreign currency",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2420,2411,"Central government liabilities",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2421,2411,"Credit from central bank",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2422,2411,"Securities othe than shares",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2423,2411,Loans,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2424,2411,"Other liabilities",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2425,2411,"Shares and other equity",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2426,2219,"Assets And Liabilities of Other Financial Corporations",,,,True,"Maldives Monetary Authority",
2427,2426,Assets,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2428,2427,"Foreign assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2429,2427,Cash,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2430,2427,"Deposits with central bank",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2431,2427,"Deposits with other depository corporations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2432,2427,"Securities other than shares",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2433,2427,"Loans and advances",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2434,2433,"Central government",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2435,2433,"Other depository corporations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2436,2433,"Public nonfinancial corporations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2437,2433,"Private sector",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2438,2427,"Shares and other equity",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2439,2427,"Other assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2440,2427,"Non-financial assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2441,2440,"Fixed assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2442,2440,"Other nonfinancial assets",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2443,2426,Liabilities,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2444,2443,"Foreign liabilities",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2445,2443,Deposits,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2446,2445,"Public nonfinancial corporations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2447,2445,"Private sector",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2448,2443,"Central government liabilities",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2449,2443,"Credit from central bank",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2450,2443,"Credit from other depository corporations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2451,2443,"Securities other than shares",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2452,2443,Loans,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2453,2443,"Insurance technical reserves",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2454,2443,"Other liabilities",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2455,2443,"Shares and other equity",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2456,2219,"Loans and Advances",,,,True,"Maldives Monetary Authority",
2457,2456,"Total Loans and Advances to private sector and Public Non-Financial Corporations by Other Depository Corporations and Other Financial Intermediaries",,,,True,"Maldives Monetary Authority",
2458,2457,"Total loans and advances",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority","Includes total loans and advances excluding accrued interest receivable and accounts receivable."
2459,2458,Agriculture,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2460,2459,"Crops cultivations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2461,2459,Others,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2462,2458,Fishing,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2463,2462,"Building of fishing vessels",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2464,2462,"Mechanization of fishing vessels",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2465,2462,"Repair / refurbishment fishing vessels",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2466,2462,"Purchase of fishing gear",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2467,2462,"Fish processing and preservation",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2468,2462,"Other fishing activities",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2469,2458,Manufacturing,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2470,2469,"Food and beverages",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2471,2469,"Textiles and clothing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2472,2469,"Wood, wood products and furniture",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2473,2469,"Electrical nad electronic productions",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2474,2469,"Printing and publishing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2475,2469,"Basic metal industries",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2476,2469,"Boat building and construction",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2477,2469,Others,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2478,2458,Construction,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority","From June 2017 onwards, construction loans are reported as real estate loans when all proceeds under the loan have been advanced as per instructions in MMA financial returns."
2479,2478,"Residential / housing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2480,2478,"Commercial building",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2481,2478,"Property development",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2482,2478,Other,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2483,2458,"Real estate",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority","From June 2017 onwards, construction loans are reported as real estate loans when all proceeds under the loan have been advanced as per instructions in MMA financial returns."
2484,2483,"Residential / housing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2485,2483,"Commercial building",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2486,2483,Other,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2487,2458,Tourism,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2488,2487,"New resort development",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2489,2487,"Renovation of resorts",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2490,2487,"Yacht safari building",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2491,2487,"Working capital",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2492,2487,"Guest house",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2493,2458,Commerce,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2494,2493,"Wholesale and retail",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2495,2493,"Restaurants and cafes",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2496,2458,"Transport and communication",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2497,2496,Transport,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2498,2496,Communication,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2499,2458,"Electricity, gas, water and sanitary services",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2500,2499,"Electricity, lighting and power",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2501,2499,"Water, waterworks and supply",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2502,2458,"Personal loans",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2503,2502,"Credit cards and consumer durables",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2504,2502,"Educational loans",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2505,2458,"Other loans and loans not adequately described",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2506,2456,"Total National Currency Loans and Advances to private sector and Public Non-Financial Corporations by Other Depository Corporations and Other Financial Intermediaries",,,,True,"Maldives Monetary Authority",
2507,2506,"Total loans and advances",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority","Includes total loans and advances excluding accrued interest receivable and accounts receivable."
2508,2507,Agriculture,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2509,2508,"Crops cultivations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2510,2508,Others,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2511,2507,Fishing,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2512,2511,"Building of fishing vessels",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2513,2511,"Mechanization of fishing vessels",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2514,2511,"Repair / refurbishment fishing vessels",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2515,2511,"Purchase of fishing gear",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2516,2511,"Fish processing and preservation",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2517,2511,"Other fishing activities",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2518,2507,Manufacturing,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2519,2518,"Food and beverages",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2520,2518,"Textiles and clothing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2521,2518,"Wood, wood products and furniture",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2522,2518,"Electrical nad electronic productions",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2523,2518,"Printing and publishing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2524,2518,"Basic metal industries",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2525,2518,"Boat building and construction",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2526,2518,Others,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2527,2507,Construction,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority","From June 2017 onwards, construction loans are reported as real estate loans when all proceeds under the loan have been advanced as per instructions in MMA financial returns."
2528,2527,"Residential / housing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2529,2527,"Commercial building",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2530,2527,"Property development",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2531,2527,Other,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2532,2507,"Real estate",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority","From June 2017 onwards, construction loans are reported as real estate loans when all proceeds under the loan have been advanced as per instructions in MMA financial returns."
2533,2532,"Residential / housing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2534,2532,"Commercial building",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2535,2532,Other,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2536,2507,Tourism,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2537,2536,"New resort development",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2538,2536,"Renovation of resorts",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2539,2536,"Yacht safari building",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2540,2536,"Working capital",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2541,2536,"Guest house",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2542,2507,Commerce,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2543,2542,"Wholesale and retail",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2544,2542,"Restaurants and cafes",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2545,2507,"Transport and communication",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2546,2545,Transport,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2547,2545,Communication,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2548,2507,"Electricity, gas, water and sanitary services",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2549,2548,"Electricity, lighting and power",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2550,2548,"Water, waterworks and supply",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2551,2507,"Personal loans",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2552,2551,"Credit cards and consumer durables",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2553,2551,"Educational loans",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2554,2507,"Other loans and loans not adequately described",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2555,2456,"Total Foreign Currency Loans and Advances to private sector and Public Non-Financial Corporations by Other Depository Corporations and Other Financial Intermediaries",,,,True,"Maldives Monetary Authority",
2556,2555,"Total loans and advances",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority","Includes total loans and advances excluding accrued interest receivable and accounts receivable."
2557,2556,Agriculture,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2558,2557,"Crops cultivations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2559,2557,Others,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2560,2556,Fishing,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2561,2560,"Building of fishing vessels",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2562,2560,"Mechanization of fishing vessels",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2563,2560,"Repair / refurbishment fishing vessels",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2564,2560,"Purchase of fishing gear",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2565,2560,"Fish processing and preservation",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2566,2560,"Other fishing activities",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2567,2556,Manufacturing,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2568,2567,"Food and beverages",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2569,2567,"Textiles and clothing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2570,2567,"Wood, wood products and furniture",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2571,2567,"Electrical nad electronic productions",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2572,2567,"Printing and publishing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2573,2567,"Basic metal industries",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2574,2567,"Boat building and construction",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2575,2567,Others,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2576,2556,Construction,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority","From June 2017 onwards, construction loans are reported as real estate loans when all proceeds under the loan have been advanced as per instructions in MMA financial returns."
2577,2576,"Residential / housing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2578,2576,"Commercial building",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2579,2576,"Property development",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2580,2576,Other,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2581,2556,"Real estate",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority","From June 2017 onwards, construction loans are reported as real estate loans when all proceeds under the loan have been advanced as per instructions in MMA financial returns."
2582,2581,"Residential / housing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2583,2581,"Commercial building",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2584,2581,Other,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2585,2556,Tourism,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2586,2585,"New resort development",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2587,2585,"Renovation of resorts",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2588,2585,"Yacht safari building",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2589,2585,"Working capital",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2590,2585,"Guest house",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2591,2556,Commerce,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2592,2591,"Wholesale and retail",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2593,2591,"Restaurants and cafes",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2594,2556,"Transport and communication",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2595,2594,Transport,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2596,2594,Communication,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2597,2556,"Electricity, gas, water and sanitary services",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2598,2597,"Electricity, lighting and power",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2599,2597,"Water, waterworks and supply",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2600,2556,"Personal loans",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2601,2600,"Credit cards and consumer durables",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2602,2600,"Educational loans",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2603,2556,"Other loans and loans not adequately described",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2604,2456,"Private Sector Loans and Advances by Other Depository Corporations",,,,True,"Maldives Monetary Authority",
2605,2604,"Total loans and advances",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority","Includes total loans and advances excluding accrued interest receivable and accounts receivable."
2606,2605,Agriculture,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2607,2606,"Crops cultivations",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2608,2606,Others,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2609,2605,Fishing,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2610,2609,"Building of fishing vessels",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2611,2609,"Mechanization of fishing vessels",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2612,2609,"Repair / refurbishment fishing vessels",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2613,2609,"Purchase of fishing gear",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2614,2609,"Fish processing and preservation",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2615,2609,"Other fishing activities",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2616,2605,Manufacturing,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2617,2616,"Food and beverages",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2618,2616,"Textiles and clothing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2619,2616,"Wood, wood products and furniture",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2620,2616,"Electrical nad electronic productions",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2621,2616,"Printing and publishing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2622,2616,"Basic metal industries",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2623,2616,"Boat building and construction",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2624,2616,Others,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2625,2605,Construction,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority","From June 2017 onwards, construction loans are reported as real estate loans when all proceeds under the loan have been advanced as per instructions in MMA financial returns."
2626,2625,"Residential / housing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2627,2625,"Commercial building",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2628,2625,"Property development",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2629,2625,Other,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2630,2605,"Real estate",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority","From June 2017 onwards, construction loans are reported as real estate loans when all proceeds under the loan have been advanced as per instructions in MMA financial returns."
2631,2630,"Residential / housing",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2632,2630,"Commercial building",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2633,2630,Other,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2634,2605,Tourism,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2635,2634,"New resort development",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2636,2634,"Renovation of resorts",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2637,2634,"Yacht safari building",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2638,2634,"Working capital",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2639,2634,"Guest house",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2640,2605,Commerce,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2641,2640,"Wholesale and retail",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2642,2640,"Restaurants and cafes",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2643,2605,"Transport and communication",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2644,2643,Transport,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2645,2643,Communication,Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2646,2605,"Electricity, gas, water and sanitary services",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2647,2646,"Electricity, lighting and power",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2648,2646,"Water, waterworks and supply",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
2649,2605,"Personal loans",Rufiyaa,Monthly,Stock,False,"Maldives Monetary Authority",
